q0069,1,1,ZXV - FDB - LJH - RPN - ...,TRP,YWV,LXU,WXU,10
q0020,1,2,Odometer is to Mileage as Compass is to,Direction,Speed,Needle,Hiking,1
q0021,1,2,Marathon is to Race as Hibernation is to,Sleep,Winter,Bear,Dream,2
q0022,1,2,Window is to Pane as Book is to,Page,Novel,Glass,Cover,3
q0023,1,2,Cup is to Coffee as Bowl is to,Soup,Dish,Spoon,Food,4
q0024,1,2,Yard is to Inch as Quart is to,Ounce,Gallon,Liquid,Milk,5
q0025,1,2,Elated is to Despondent as Enlightened is to,Ignorant,Aware,Miserable,Tolerant,6
q0026,1,2,Optimist is to Cheerful as Pessimist is to,Gloomy,Mean,Petty,Helpful,7
q0027,1,2,Reptile is to Lizard as Flower is to,Daisy,Petal,Stem,Alligator,8
q0028,1,2,Play is to Actor as Concert is to,Musician,Symphony,Piano,Percussion,9
q0029,1,2,Sponge is to Porous as Rubber is to,Elastic,Massive,Solid,Inflexible,10
q0070,1,2,Konark : Madurai : Khajuraho,They are famous for their temples,They were totally destroyed by invaders,They have some of the very famous forts,They were capitals of Hindu Kings in ancient times,1
q0071,1,2,Scale : Fish,Skin : Man,Lady : Dress,Tree : Leaves,Bird : Feather,2
q0072,1,2,Mountain : Height : Climber,Sea : Depth : Diver,River : Length : Water,Land : Farmer : Crop,College : Building : Student,3
q0073,1,2,Arc : Circle :: Line : ?,Rectangle,Point,Ellipse,Sphere,4
q0074,1,2,Match is to Victory as Examination is to,Success,Write,Appear,Attempt,5
q0075,1,2,Sports is to Logo is as Nation is to,Emblem,Animal,Ruler,Anthem,6
q0076,1,2,Flood : Cyclone : Earthquakes,They are natural calamities,They are caused by low pressure,They move from one place to another,They take toll of many lives,7
q0077,1,2,Fire is to Ashes as Explosion is to,Debris,Sound,Explosive,Flame,8
q0078,1,2,Boat is to Oar as Bicycle is to,Paddle,Seat,Wheel,Road,9
q0079,1,2,Complexion : White : Black,Alert : Intelligent : Babies,Health : Disease : Hospital,Train : Bus : Journey,Officer : Honest : Corrupt,10
q0030,1,3,Which word does NOT belong with the others?,mayonnaise,parsley,dill,basil,1
q0031,1,3,Which word does NOT belong with the others?,ounce,inch,centimeter,yard,2
q0032,1,3,Which word does NOT belong with the others?,car,tyre,steering wheel,engine,3
q0033,1,3,Which word does NOT belong with the others?,bud,tulip,rose,daisy,4
q0034,1,3,Which word does NOT belong with the others?,rye,pumpernickel,sourdough,loaf,5
q0035,1,3,Which word does NOT belong with the others?,flute,guitar,violin,cello,6
q0036,1,3,Which word does NOT belong with the others?,flee,dodge,duck,avoid,7
q0037,1,3,Which word does NOT belong with the others?,dirt,branch,leaf,root,8
q0038,1,3,Which word does NOT belong with the others?,street,freeway,interstate,expressway,9
q0039,1,3,Which word does NOT belong with the others?,letter,heading,body,closing,10
q0080,1,3,Which word does NOT belong with the others?,walnut,banana,melon,pineapple,1
q0081,1,3,Which word does NOT belong with the others?,book,dog,cat,mouse,2
q0082,1,3,Which word does NOT belong with the others?,pot,cup,glass,mug,3
q0083,1,3,Which word does NOT belong with the others?,meadow,mountain,hill,ridge,4
q0084,1,3,Which word does NOT belong with the others?,table,fork,spoon,knife,5
q0085,1,3,Which word does NOT belong with the others?,mouse,butterfly,dragonfly,ant,6
q0086,1,3,Which word does NOT belong with the others?,sushi,juice,soda,nectar,7
q0087,1,3,Which word does NOT belong with the others?,nectarine,almond,peanut,cashew,8
q0088,1,3,Which word does NOT belong with the others?,plate,bathtub,shower,sink,9
q0089,1,3,Which word does NOT belong with the others?,peak,river,stream,creek,10
q0040,1,4,harvest,crop,stockpile,tractor,autumn,1
q0041,1,4,desert,arid,cactus,oasis,flat,2
q0042,1,4,book,pages,fiction,pictures,learning,3
q0043,1,4,language,words,tongue,writing,slang,4
q0044,1,4,school,student,test,report card,learning,5
q0045,1,4,pain,hurt,cut,nuisance,burn,6
q0046,1,4,gala,celebration,tuxedo,appetizer,orator,7
q0047,1,4,monopoly,exclusive,corrupt,rich,gigantic,8
q0048,1,4,guitar,strings,band,songs,teacher,9
q0049,1,4,election,voter,president,November,nation,10
q0090,1,4,contract,agreement,document,written,attorney,1
q0091,1,4,hurricane,wind,beach,cyclone,damage,2
q0092,1,4,town,residents,skyscrapers,parks,libraries,3
q0093,1,4,vibration,motion,electricity,science,sound,4
q0094,1,4,shoe,sole,leather,laces,walking,5
q0095,1,4,swimming,water,pool,bathing suit,life jacket,6
q0096,1,4,lightning,electricity,thunder,brightness,rain,7
q0097,1,4,ovation,applause,outburst,bravo,encore,8
q0098,1,4,bonus,reward,raise,cash,employer,9
q0099,1,4,antique,aged,rarity,artifact,prehistoric,10
